,daisy,dandelion,roses,sunflowers,tulips,accuracy,macro avg,weighted avg
precision,0.0,0.286,0.0,0.2889908256880734,0.6875,0.2956403269754768,0.2524981651376147,0.2747312201584881
recall,0.0,0.7988826815642458,0.0,0.45,0.06875,0.2956403269754768,0.26352653631284917,0.2956403269754768
f1-score,0.0,0.42120765832106033,0.0,0.3519553072625698,0.12500000000000003,0.2956403269754768,0.17963259311672602,0.19709797528096673
support,127.0,179.0,128.0,140.0,160.0,0.2956403269754768,734.0,734.0
